,product url,ranking,brand,product name,number of ratings,star rating,price(in dollar),color,Department
47,https://www.amazon.com/Universal-Laptop-Charger-laptops-Chargeable/dp/B09688VRYZ/ref=zg_bs_g_pc_d_sccl_48/133-6393946-9966341?psc=1,#48,SLE-TECH,"Universal Chromebook Charger USB C for Hp 65W 45W USB-C Laptop Charger,Replacement for Lenovo Thinkpad/Yoga,Dell Chromebook 3100,Latitude 5420,Asus,Samsung,Acer,Google Series Type C Power Cord","6,867",4.6,$11..99,Black,Computers & Accessories
48,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0C8C2NZMQ/ref=zg_bs_g_pc_d_sccl_49/133-6393946-9966341?psc=1,#49,Amazon,"Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | 6-months of ad-free content with parental controls included, 10-hr battery, 16 GB, Blue","15,134",4.5,$59..99,Color not available,Computers & Accessories
49,https://www.amazon.com/Chromebook-Charger%EF%BC%8C45W-Charger-Samsung-Computer/dp/B09JVXHFZF/ref=zg_bs_g_pc_d_sccl_50/133-6393946-9966341?psc=1,#50,Style,Chromebook Charger 45W Fast USB C Laptop Charger for HP Spectre Lenovo Yoga Thinkpad Acer Dell Latitude Asus Samsung Google Pixel Huawei Matebook Computer Replacement Fits Any Type C Tablets & Phones,"1,246",4.6,$9..99,Black,Computers & Accessories
50,https://www.amazon.com/GL-iNet-GL-SFT1200-Secure-Travel-Router/dp/B09N72FMH5/ref=zg_bs_g_pc_d_sccl_1/133-6393946-9966341?psc=1,#51,GL.iNet,GL.iNet GL-SFT1200 (Opal) Secure Travel WiFi Router – AC1200 Dual Band Gigabit Ethernet Wireless Internet | IPv6 USB 2.0 MU-MIMO DDR3 |128MB Ram Repeater Bridge Access Point Mode,"2,151",4.3,$39..90,Opal,Computers & Accessories
51,https://www.amazon.com/Aluminum-Extender-Splitter-MacBook-Devices/dp/B0C9D6PDMT/ref=zg_bs_g_pc_d_sccl_2/133-6393946-9966341?psc=1,#52,vienon,"Aluminum 7 in 1 USB C Hub with USB 3.0, USB 2.0 Ports for MacBook Pro Air and More Devices",413,4.6,$9..99,Silver,Computers & Accessories
52,https://www.amazon.com/Amazon_Fire_HD_10_Kids/dp/B0BL5TKDVG/ref=zg_bs_g_pc_d_sccl_3/133-6393946-9966341?psc=1,#53,Amazon,"All-new Amazon Fire 10 HD Kids tablet- 2023, ages 3-7 | Bright 10.1"" HD screen with ad-free content and parental controls included, 13-hr battery, 32 GB, Pink",923,4.5,$149..99,Color not available,Computers & Accessories
53,https://www.amazon.com/HP-Notebook-Touchscreen-i3-1115G4-Processor/dp/B0BZ8X9HGT/ref=zg_bs_g_pc_d_sccl_4/133-6393946-9966341?psc=1,#54,HP,"HP Notebook Laptop, 15.6"" HD Touchscreen, Intel Core i3-1115G4 Processor, 32GB RAM, 1TB PCIe SSD, Webcam, Type-C, HDMI, SD Card Reader, Wi-Fi, Windows 11 Home, Silver",612,4.4,$464..00,Silver,Computers & Accessories
54,https://www.amazon.com/TP-Link-Deco-Replacement-S4-3-Pack/dp/B084GTH5LL/ref=zg_bs_g_pc_d_sccl_5/133-6393946-9966341?psc=1,#55,TP-Link,"TP-Link Deco Mesh WiFi System (Deco S4) – Up to 5,500 Sq.ft. Coverage, Replaces WiFi Router and Extender, Gigabit Ports, Works with Alexa, 3-pack","27,110",,$114..99,Color not available,Computers & Accessories
55,https://www.amazon.com/Surface-Charger-Laptop-Microsoft-Studio/dp/B0C23WY7DM/ref=zg_bs_g_pc_d_sccl_6/133-6393946-9966341?psc=1,#56,YURCIPWE,"Surface Pro Charger 65W, Surface Laptop Charger for Microsoft Surface Pro 9/8/7+/7/6/5/4/3/X, Surface Laptop 5/4/3/2/1/Studio, Surface Book 2/1, Surface Go 3/2/1 with 8.8ft Power Cord",434,4.4,$17..99,BLACK,Computers & Accessories
56,https://www.amazon.com/MacBook-Charger-Adapter-Retina-Device/dp/B09LCCFKB5/ref=zg_bs_g_pc_d_sccl_7/133-6393946-9966341?psc=1,#57,Style,MacBook Pro Charger 96W USB C Power Adapter for MacBook Pro Air 13 14 15 16 Inch Mac Book Retina M3 M2 M1 2023 2022 2021 2020 2019 2018 2017 Fast Charging Charger Fit Iphone 15 IPad & All USB C Device,698,4.4,$23..99,WHITE-96W,Computers & Accessories
57,https://www.amazon.com/Chromebook-14-ca051wm-14-ca052wm-14-ca091wm-14-ca0061dx/dp/B0B71BYJZ4/ref=zg_bs_g_pc_d_sccl_8/133-6393946-9966341?psc=1,#58,DECSZDY,45W USB-C Chromebook Charger for HP Chromebook X360 14 14-ca051wm 14-ca052wm 14-ca091wm ca061dx 14-ca0061dx 14-ca060nr 14-ca020nr 14-ca043cl USB C Power Supply Adapter,680,4.6,$9..99,Color not available,Computers & Accessories
58,https://www.amazon.com/Compatible-Chromebook-14-ca061dx-14-ca020nr-14-ca043cl/dp/B09MRY4PBS/ref=zg_bs_g_pc_d_sccl_9/133-6393946-9966341?psc=1,#59,NELEBUTO,"45W USB C Chromebook Charger Replacement Compatible with HP, Dell, Lenovo, Acer, Asus, Samsung, Google Type C Laptop Charger, Hp Chromebook X360 11 13 14 14A HP Spectre X360 13 Elite X2 Power Cord",656,4.6,$11..99,45W,Computers & Accessories
59,https://www.amazon.com/GSNOW-Adapter-Charger-Microsoft-Charging/dp/B07RT8Y122/ref=zg_bs_g_pc_d_sccl_10/133-6393946-9966341?psc=1,#60,GAKUS,"[Upgraded Version] Surface Pro Charger 65W for Surface Pro 3/4/5/6/7/8/9/X Power Supply Adapter, Compatible for Both Microsoft Surface Book Laptop/Tablet，Works with 65W&44W&36W&24W (6.6 Ft Cord)","3,888",4.6,$20..79,Color not available,Computers & Accessories
60,https://www.amazon.com/JSAUX-Compatible-Ethernet-Charging-Deck-HB0603/dp/B0B7HVZNMB/ref=zg_bs_g_pc_d_sccl_11/133-6393946-9966341?psc=1,#61,JSAUX,"JSAUX Docking Station for Steam Deck/ROG Ally, 6-in-1 Steam Deck Dock with HDMI 2.0 4K@60Hz, Gigabit Ethernet, 3 USB-A 3.0 and 100W USB-C Charging Port, Compatible with Steam Deck OLED-HB0603","2,456",4.3,$39..99,Gray,Computers & Accessories
61,https://www.amazon.com/Charger-Laptop-Computer-Smart-Adapter/dp/B086PT5298/ref=zg_bs_g_pc_d_sccl_12/133-6393946-9966341?psc=1,#62,Ostrich,Charger for HP Laptop Computer 65W 45W Smart Blue Tip Power Adapter,"1,535",4.7,$9..90,Color not available,Computers & Accessories
62,https://www.amazon.com/NETGEAR-AC1000-Router-Ethernet-R6080/dp/B071J24FNY/ref=zg_bs_g_pc_d_sccl_13/133-6393946-9966341?psc=1,#63,NETGEAR,NETGEAR WiFi Router (R6080) - AC1000 Dual Band Wireless Speed (up to 1000 Mbps) | Up to 1000 sq ft Coverage & 15 devices | 4 x 10/100 Fast Ethernet ports,"9,290",4.3,$28..00,Color not available,Computers & Accessories
63,https://www.amazon.com/Apple-96W-USB-C-Power-Adapter/dp/B081FVQCHQ/ref=zg_bs_g_pc_d_sccl_14/133-6393946-9966341?psc=1,#64,Apple,Apple 96W USB-C Power Adapter,"2,057",,$44..99,White,Computers & Accessories
64,https://www.amazon.com/Replacement-ADLX65YDC2A-ADLX65YLC2D-ADLX65YDC3A-ADLX65YDC2D/dp/B08R67QLTM/ref=zg_bs_g_pc_d_sccl_15/133-6393946-9966341?psc=1,#65,Dzytnsy,USB-C 65W 45W AC Replacement Charger fit for Lenovo ThinkPad T480 T490 T580 ADLX65YDC2A ADLX65YLC2D ADLX65YDC3A ADLX65YDC2D chromebook 2nd Gen S330 65W Laptop Power Supply Adapter Cord,"1,183",4.7,$18..79,Black,Computers & Accessories
65,https://www.amazon.com/SorsnA-Replacement-Connector-Compatible-2012-2016/dp/B093GMX915/ref=zg_bs_g_pc_d_sccl_16/133-6393946-9966341?psc=1,#66,SorsnA,"Mac Book Pro Charger, Replacement for Mac Book Pro/Mac Book Air 60W AC 2 T Connector Power Adapter,Compatible with Mac Book Pro/Mac Book Air 11 inch and 13 inch（Applicable to Late 2012-2017）",341,4.4,$18..99,Color not available,Computers & Accessories
66,https://www.amazon.com/Anti-Glare-Quad-core-Processor-Storage-Scarlet/dp/B0CP129FCR/ref=zg_bs_g_pc_d_sccl_17/133-6393946-9966341?psc=1,#67,hp,"hp Newest 15.6"" Anti-Glare HD Laptop, Intel Quad-core Processor, 16GB RAM, 128GB SSD+ 128GB JVQ USB Storage, Office 365 1-Year, Up to 11 hrs Long Battery, Win11 S,  Scarlet Red",34,,$299..95,Red,Computers & Accessories
67,https://www.amazon.com/Universal-Charger-T-Charger-Compatible-After/dp/B07S6CBQJG/ref=zg_bs_g_pc_d_sccl_18/133-6393946-9966341?psc=1,#68,SorsnA,"Mac Book air Charger,Replacement for Mac Book Air AC 45W Power T-Tip Shape Connector Power Adapter,Charger for Mac Book Air 11 inch and 13 inch（Applicable to 2012-2017）","2,632",4.4,$18..69,white,Computers & Accessories
68,https://www.amazon.com/Multi-Port-Delivery-Splitter-Adapter-MacBook/dp/B0BLJFZ42M/ref=zg_bs_g_pc_d_sccl_19/133-6393946-9966341?psc=1,#69,ACASIS,"USB C Hub, Multi-Port USB Type-C Hub with 4K HDMI, Power Delivery 100 W | 3 USB 3.0 Port | 1 Type-C 3.0 Port | USB Splitter Adapter for MacBook, Mac Mini, XPS, Laptop","2,565",4.6,$14..99,"Silver, Black",Computers & Accessories
69,https://www.amazon.com/Mac-Book-Pro-Charger-Compatible/dp/B09TRF4LM9/ref=zg_bs_g_pc_d_sccl_20/133-6393946-9966341?psc=1,#70,weyooin,"Mac Book Pro Charger - 60W T-Tip Magnetic Charger Power Adapter, Universal Laptop Charger Compatible with Mac Book Air/Mac Book Pro 13-Inch Retina Display(After 2012)","1,345",4.4,$18..99,Color not available,Computers & Accessories
70,https://www.amazon.com/Surface-Charger-Microsoft-Compatible-Laptop/dp/B0BW41H1W2/ref=zg_bs_g_pc_d_sccl_21/133-6393946-9966341?psc=1,#71,GKLSPL,"Surface Pro Charger 65W for Microsoft Surface Charger, Surface Pro 9/8/7+/7/6/5/4/3/X,Windows Surface Laptop 5/4/3/2/1/Studio,Surface Go Tablet,Surface Book 3/2/1 Laptop Power Cord,Support 44W, 36W",246,4.6,$11..69,Surface 65W Laptop Charger,Computers & Accessories
71,https://www.amazon.com/15-f272wm-15-f387wm-15-f233wm-15-f222wm-15-f211wm/dp/B07H4GKHJ1/ref=zg_bs_g_pc_d_sccl_22/133-6393946-9966341?psc=1,#72,TSKYBEAR,45W 19.5V 2.31A Ac Adapter Laptop Charger for HP Pavilion x360 Charger 15-f272wm 15-f387wm 15-f233wm 15-f222wm 15-f211wm 15-f337wm 17-g121wm 17-g119dx Laptop Notebook Power Supply Cord Plug,"8,112",4.7,$15..99,Black,Computers & Accessories
72,https://www.amazon.com/FORITO-Protector-Compatible-Protection-Blocking/dp/B09KBDZ2ZJ/ref=zg_bs_g_pc_d_sccl_23/133-6393946-9966341?psc=1,#73,FORITO,"F FORITO 2-Pack Anti Blue Light Laptop Matte Screen Protector Compatible with MacBook Pro 14 inch M3 /M3 Pro /M3 Max /M2 Pro /M2 Max /M1 Pro /M1 Max Model A2442 A2779, Anti Glare & Reduce Eye Strain","2,395",4.4,$19..59,Color not available,Computers & Accessories
73,https://www.amazon.com/Football-Stickers-Hydroflasks-Waterproof-Skateboard/dp/B0BGT3MFFY/ref=zg_bs_g_pc_d_sccl_24/133-6393946-9966341?psc=1,#74,Seagri&HlenX,"50 Sheets Football Water Bottle Stickers, Cute Stickers for Hydroflasks VSCO Sticker Packs Cute Vinyl Waterproof Stickers for Water Bottles, Skateboard Phone Laptop Stickers for Kids Teens Girls",118,,$5..99,Tq50-0092 Kc Football,Computers & Accessories
74,https://www.amazon.com/TP-Link-AC1200-Router-Archer-A54/dp/B09G5Y1HWZ/ref=zg_bs_g_pc_d_sccl_25/133-6393946-9966341?psc=1,#75,TP-Link,"TP-Link AC1200 WiFi Router (Archer A54) - Dual Band Wireless Internet Router, 4 x 10/100 Mbps Fast Ethernet Ports, Supports Guest WiFi, Access Point Mode, IPv6 and Parental Controls","10,974",,$34..99,Color not available,Computers & Accessories
75,https://www.amazon.com/TP-Link-Tri-Band-Archer-AXE75-Wireless/dp/B0B3SQK74L/ref=zg_bs_g_pc_d_sccl_26/133-6393946-9966341?psc=1,#76,TP-Link,"TP-Link AXE5400 Tri-Band WiFi 6E Router (Archer AXE75)- Gigabit Wireless Internet Router, ax Router for Gaming, VPN Router, OneMesh, WPA3","1,738",4.4,$199..99,Black,Computers & Accessories
76,https://www.amazon.com/15-f111dx-15-f211wm-15-f233wm-15-f278nr-15-r052nr/dp/B08ZSFS4J6/ref=zg_bs_g_pc_d_sccl_27/133-6393946-9966341?psc=1,#77,DONGNI,"65W 19.5V 3.33A Ac Adapter for HP Pavilion x360 11 13 15, Zbook 14u G4 G5 15u 15 G3, 15-f111dx 15-f211wm 15-f233wm 15-f278nr 15-r052nr 15-r132wm Power Supply Blue Tip","3,503",4.7,$12..99,Black,Computers & Accessories
77,https://www.amazon.com/Surface-Laptop-Charger-Microsoft-Studio/dp/B0C23LH5D3/ref=zg_bs_g_pc_d_sccl_28/133-6393946-9966341?psc=1,#78,Yodzgaco,"65W Surface Pro Laptop Charger for Microsoft Surface Pro 9, 8, 7+, 7, 6, 5, 4, 3, X, Surface Laptop 5 Studio 4 Go 3 2, Surface Go 3 2 1, Surface Book and Travel Case",142,4.6,$11..99,Color not available,Computers & Accessories
78,https://www.amazon.com/Cartoon-Stickers-Waterproof-Skateboard-Computer/dp/B0CQY8VM8V/ref=zg_bs_g_pc_d_sccl_29/133-6393946-9966341?psc=1,#79,Salaoen,"90s Cartoon Stickers 100PCS Vinyl Waterproof Stickers for Laptop,Bumper,Skateboard,Water Bottles,Computer,Phone,Cartoon Anime Stickers for Kids Teens Adult",24,,$5..09,Color not available,Computers & Accessories
79,https://www.amazon.com/Charger-Laptop-Computer-Power-Adapter/dp/B087CQCTP8/ref=zg_bs_g_pc_d_sccl_30/133-6393946-9966341?psc=1,#80,HIBBO,Charger for HP Laptop Computer 65W 45W USB C Fast Power Adapter,"2,382",4.7,$21..98,USB-C,Computers & Accessories
80,https://www.amazon.com/Dell-Chromebook-Computer-Celeron-Bluetooth/dp/B0CKN6R3X7/ref=zg_bs_g_pc_d_sccl_81/133-6393946-9966341?psc=1,#81,Dell,"Dell Chromebook 3180 Laptop Computer, 11.6 Inch Laptop PC, Intel Celeron N3060, 4GB RAM, 16GB SSD, Web Camera, Wi-Fi, Bluetooth, HDMI, Chrome OS (Renewed)",29,,$54..00,Chromebook,Computers & Accessories
81,https://www.amazon.com/A315-24P-R7VH-Display-Quad-Core-Processor-Graphics/dp/B0BS4BP8FB/ref=zg_bs_g_pc_d_sccl_82/133-6393946-9966341?psc=1,#82,acer,"Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode","37,625",4.5,$309..00,Silver,Computers & Accessories
82,https://www.amazon.com/Motivational-Waterproof-Hydroflasks-Computers-Employees/dp/B091PPTZB6/ref=zg_bs_g_pc_d_sccl_83/133-6393946-9966341?psc=1,#83,YOMELA,"Quote Stickers, Positive Stickers 200Pcs Motivational Waterproof Vinyl Stickers for Water Bottle Hydroflasks Laptops Computers Phone for Women Adults Students Teachers Employees","1,947",4.5,$12..99,Quote Stickers,Computers & Accessories
83,https://www.amazon.com/Stickers-Bottles-Cartoon-Waterproof-Computer/dp/B09L5Q41P2/ref=zg_bs_g_pc_d_sccl_84/133-6393946-9966341?psc=1,#84,Pterosauria,"100 PCS Stitch Stickers,Stickers for Water Bottles,Gifts Cartoon Stickers,Vinyl Waterproof Stickers for Laptop,Bumper,Water Bottles,Computer,Phone,Hard hat,Car Stickers and Decals","2,281",,$5..99,Blue,Computers & Accessories
84,https://www.amazon.com/CAKOLINK-Aesthetic-Stickers-Waterproof-Computer/dp/B09NC734FV/ref=zg_bs_g_pc_d_sccl_85/133-6393946-9966341?psc=1,#85,CAKOLINK,"Vintage Aesthetic Stickers 50 Pcs, Vinyl Waterproof Stickers for Water Bottles Laptop Phone Computer Guitar (1)","1,724",4.5,$5..98,1,Computers & Accessories
85,https://www.amazon.com/tearplex-PD-96W-Charger/dp/B08RYXFQDT/ref=zg_bs_g_pc_d_sccl_86/133-6393946-9966341?psc=1,#86,tearplex,"Mac Book Pro Charger - 96W USB C Charger Fast Charger for USB C Port MacBook pro & MacBook Air, ipad Pro, Samsung Galaxy and All USB C Device, 6.6 ft USB C to USB C Cable Included","1,546",4.4,$21..60,‎White-96W,Computers & Accessories
86,https://www.amazon.com/TP-Link-AC1900-Smart-Wifi-Router/dp/B08C3YBBHM/ref=zg_bs_g_pc_d_sccl_87/133-6393946-9966341?psc=1,#87,TP-Link,"TP-Link AC1900 Smart WiFi Router (Archer A8) -High Speed MU-MIMO Wireless Router, Dual Band Router for Wireless Internet, Gigabit, Supports Guest WiFi","79,606",,$59..99,Color not available,Computers & Accessories
87,https://www.amazon.com/LIANGSTAR-Laptop-Cooling-Notebook-Adjustable/dp/B096ZKRBB2/ref=zg_bs_g_pc_d_sccl_88/133-6393946-9966341?psc=1,#88,LIANGSTAR,"LIANGSTAR Laptop Cooling Pad, Laptop Cooler with 6 Quiet Fans for 12-17 Inch Notebook Gaming Fan Stable Stand, 7 Height & Wind Speed Adjustable, 2 USB Port & Phone Holder (Black)","1,543",4.5,$18..99,Black,Computers & Accessories
88,https://www.amazon.com/Deco-Mesh-Wifi-6E-Router/dp/B09VW5JHPH/ref=zg_bs_g_pc_d_sccl_89/133-6393946-9966341?psc=1,#89,TP-Link,"TP-Link Deco AXE5400 Tri-Band WiFi 6E Mesh System(Deco XE75) - Covers up to 5500 Sq.Ft, Replaces WiFi Router and Extender, AI-Driven Mesh, New 6GHz Band, 2-Pack","3,916",,$181..16,Color not available,Computers & Accessories
89,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0C8BZ7QG7/ref=zg_bs_g_pc_d_sccl_90/133-6393946-9966341?psc=1,#90,Amazon,"Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | 6-months ad-free content with parental controls included, 10-hr battery, 16 GB, Purple","15,134",4.5,$59..99,Color not available,Computers & Accessories
90,https://www.amazon.com/Stickers-50-500Pcs-Colorful-Waterproof-Aesthetic/dp/B08518LVFD/ref=zg_bs_g_pc_d_sccl_91/133-6393946-9966341?psc=1,#91,OtRainbow,"300 PCS Stickers Pack (50-850Pcs/Pack), Colorful VSCO Waterproof Stickers, Cute Aesthetic Stickers. Laptop, Water Bottle, Phone, Skateboard Stickers for Teens Girls Kids, Vinyl Sticker.","17,086",4.5,$7..99,Multicolor,Computers & Accessories
91,https://www.amazon.com/Lenovo-IdeaPad-Student-Processor-Bluetooth/dp/B0CDQTSSTR/ref=zg_bs_g_pc_d_sccl_92/133-6393946-9966341?psc=1,#92,Lenovo,"Lenovo IdeaPad 1 Student Laptop, Intel Dual Core Processor, 20GB RAM, 1TB SSD + 128GB eMMC, 15.6"" FHD Display, 1 Year Office 365, Windows 11 Home, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Grey",67,4.4,$339..00,Gray,Computers & Accessories
92,https://www.amazon.com/Christian-Stickers-Religious-Laptop-Bottles/dp/B08FT525WS/ref=zg_bs_g_pc_d_sccl_93/133-6393946-9966341?psc=1,#93,KASANYER,"220Pcs Inspirational Christian Stickers, Bible Verse Faith Stickers, Religious Jesus Motivational Stickers for Christmas Water Bottles, Christian Easter Gifts for Kids Men and Women (220pcs)","2,900",4.6,$7..99,220pcs,Computers & Accessories
93,https://www.amazon.com/Charger-Thinkpad-Samsung-Chromebook-Chargeable/dp/B08ZSMMPBD/ref=zg_bs_g_pc_d_sccl_94/133-6393946-9966341?psc=1,#94,Fepprry,"65W USB C Laptop Charger Replacement for Lenovo Thinkpad/Yoga/Chromebook, ADLX65YDC2A Lenovo Laptop Charger",869,4.4,$16..99,Color not available,Computers & Accessories
94,https://www.amazon.com/Docking-Station-Monitors-Displayport-Charging/dp/B0BTD3X96N/ref=zg_bs_g_pc_d_sccl_95/133-6393946-9966341?psc=1,#95,Selore&S-Global,"USB C Docking Station Dual HDMI Monitor Adapter, Selore USB C Hub 3 Monitors Adapter with Dual HDMI, Displayport, VGA, 100W PD Charging, 2USB A 2.0,USB C 2.0 Ports Adapter for Dell XPS,HP, Lenovo,etc","7,866",4.4,$39..99,Gray+PD,Computers & Accessories
95,https://www.amazon.com/ARRIS-Surfboard-G34-Approved-Spectrum/dp/B096W716BY/ref=zg_bs_g_pc_d_sccl_96/133-6393946-9966341?psc=1,#96,ARRIS,"ARRIS Surfboard G34 DOCSIS 3.1 Gigabit Cable Modem & Wi-Fi 6 Router (AX3000) , Approved for Comcast Xfinity, Cox, Spectrum & More , Four 1 Gbps Ports , 1 Gbps Max Internet Speeds","10,731",4.3,$196..51,Color not available,Computers & Accessories
96,https://www.amazon.com/Compatible-15-f111dx-15-f211wm-15-f233wm-15-f278nr/dp/B09W565TW2/ref=zg_bs_g_pc_d_sccl_97/133-6393946-9966341?psc=1,#97,ROAYEWEY,"45W 19.5V 2.31A for HP Laptop Charger Blue Tip, HP Pavilion x360 11 13 15, Zbook 14u G4 G5 15u 15 G3, 15-f111dx 15-f211wm 15-f233wm 15-f278nr 15-r052nr 15-r132wm with Power Cord","1,569",4.7,$12..99,Black 45W,Computers & Accessories
97,https://www.amazon.com/NETGEAR-Nighthawk-6-Stream-Router-RAX50/dp/B082X17B8P/ref=zg_bs_g_pc_d_sccl_98/133-6393946-9966341?psc=1,#98,NETGEAR,"NETGEAR Nighthawk 6-Stream AX5400 WiFi 6 Router (RAX50) - AX5400 Dual Band Wireless Speed (Up to 5.4 Gbps) | 2,500 sq. ft. Coverage","7,844",4.3,$160..00,Color not available,Computers & Accessories
98,https://www.amazon.com/Certification-Universal-Compatible-Ultrabook-Chromebook/dp/B09NM28SB4/ref=zg_bs_g_pc_d_sccl_99/133-6393946-9966341?psc=1,#99,SZGUDULO,90W Universal AC Adapter Laptop Charger Replacement for Dell HP Acer Asus Lenovo IBM Toshiba Samsung Sony Fujitsu Gateway Notebook Ultrabook Chromebook Power Supply Cord with 16 Tips,"1,495",4.7,$19..99,90W Universal Laptop Charger,Computers & Accessories
99,https://www.amazon.com/SYNERLOGIC-Shortcuts-No-Residue-Compatible-13-16-inch/dp/B08YHCZNC6/ref=zg_bs_g_pc_d_sccl_100/133-6393946-9966341?psc=1,#100,Synerlogic,"SYNERLOGIC Mac OS (Sonoma/Ventura/Monterey/Etc) Keyboard Shortcuts, M1/M2/M3/Intel No-Residue Clear Vinyl Sticker, Compatible with 13-16-inch MacBook Air and Pro","12,262",4.3,$5..95,Clear,Computers & Accessories
0,https://www.amazon.com/Level-Styling-Powder-Natural-Delivers/dp/B08SNSSTPZ/ref=zg_bs_g_beauty_d_sccl_1/136-7569868-6799917?psc=1,#51,Brand data not available,L3 Level 3 Styling Powder - Natural Look Mens Powder - Easy to Apply with No Oil or Greasy Residue,"10,895",,9.99,Color not available,Beauty & Personal Care
1,https://www.amazon.com/Certified-Kate-Stimulate-Eyelashes-Treatment/dp/B01NALN8Q9/ref=zg_bs_g_beauty_d_sccl_2/136-7569868-6799917?psc=1,#52,Cosmetics,"Kate Blanc Cosmetics Castor Oil (2oz), USDA Certified Organic, 100% Pure, Cold Pressed, Hexane Free Stimulate Growth for Eyelashes, Eyebrows, Hair. Skin Moisturizer & Hair Treatment Starter Kit","105,309",4.7,9.99,Color not available,Beauty & Personal Care
2,https://www.amazon.com/Beautify-Beauties-Flairosol-Empty-Bottle/dp/B07GRD5WLD/ref=zg_bs_g_beauty_d_sccl_3/136-7569868-6799917?psc=1,#53,BeautifyBeauties,"BeautifyBeauties Hair Spray Bottle – Ultra Fine Continuous Water Mister for Hairstyling, Cleaning, Plants, Misting & Skin Care (17 oz/503ml)","102,394",,7.99,Clear-17 Ounce,Beauty & Personal Care
3,https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=zg_bs_g_beauty_d_sccl_4/136-7569868-6799917?psc=1,#54,Brand data not available,"TruSkin Vitamin C Face Serum – Anti Aging Facial Serum with Vitamin C, Hyaluronic Acid, Vitamin E & More – Brightening Serum for Dark Spots, Even Skin Tone, Eye Area, Fine Lines & Wrinkles, 1 Fl Oz","141,907",4.4,21.97,Color not available,Beauty & Personal Care
4,https://www.amazon.com/Neutrogena-Cleansing-Towelette-Waterproof-Individually/dp/B07GKVBQDG/ref=zg_bs_g_beauty_d_sccl_5/136-7569868-6799917?psc=1,#55,Neutrogena,"Neutrogena Makeup Remover Wipes Singles, Daily Facial Cleanser Towelettes, Gently Removes Oil & Makeup, Alcohol-Free Makeup Wipes, Individually Wrapped, 20 ct","56,202",4.7,6.84,Color not available,Beauty & Personal Care
5,https://www.amazon.com/Face-Moisturizer-Collagen-Cream-Moisturizing/dp/B0BBSP2JNQ/ref=zg_bs_g_beauty_d_sccl_6/136-7569868-6799917?psc=1,#56,SimplyVital,"SimplyVital Face Moisturizer Collagen Cream - Anti Aging Neck and Décolleté - Made in USA Day & Night Face Cream - Moisturizing, Lifting & Recovery – 1.7oz","11,927",4.3,22.89,Color not available,Beauty & Personal Care
6,https://www.amazon.com/Instant-Dual-Sided-Precise-Defines-Contours/dp/B00WAJAKOU/ref=zg_bs_g_beauty_d_sccl_7/136-7569868-6799917?psc=1,#57,e.l.f.,"e.l.f., Instant Lift Brow Pencil, Dual-Sided, Precise, Fine Tip, Shapes, Defines, Fills Brows, Contours, Combs, Tames, Neutral Brown, 0.006 Oz","40,508",,3.0,Neutral Brown,Beauty & Personal Care
7,https://www.amazon.com/CeraVe-Foaming-Facial-Cleanser-Washing/dp/B01N1LL62W/ref=zg_bs_g_beauty_d_sccl_8/136-7569868-6799917?psc=1,#58,CeraVe,"CeraVe Foaming Facial Cleanser | Daily Face Wash for Oily Skin with Hyaluronic Acid, Ceramides, and Niacinamide| Fragrance Free Paraben Free | 16 Fluid Ounce","84,834",4.7,15.49,Color not available,Beauty & Personal Care
8,https://www.amazon.com/Maybelline-Volumizing-Buildable-Lengthening-Multiplying/dp/B08H3JPH74/ref=zg_bs_g_beauty_d_sccl_9/136-7569868-6799917?psc=1,#59,MAYBELLINE,"Maybelline Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Blackest Black, 1 Count","87,102",4.3,9.09,BLACKEST BLACK,Beauty & Personal Care
9,https://www.amazon.com/CeraVe-Salicylic-Cleanser-Exfoliating-Fragrance/dp/B08CQ9T6KN/ref=zg_bs_g_beauty_d_sccl_10/136-7569868-6799917?psc=1,#60,CeraVe,"CeraVe SA Cleanser | Salicylic Acid Cleanser with Hyaluronic Acid, Niacinamide & Ceramides| BHA Exfoliant for Face | Fragrance Free Non-Comedogenic | 16 Ounce","65,012",4.3,14.24,Color not available,Beauty & Personal Care
10,https://www.amazon.com/LOreal-Paris-Magic-Cover-Concealer/dp/B01648QP3W/ref=zg_bs_g_beauty_d_sccl_11/136-7569868-6799917?psc=1,#61,Paris,L'Oreal Paris Magic Root Cover Up Gray Concealer Spray Dark Brown 2 oz.,"67,370",4.3,9.97,Dark Brown,Beauty & Personal Care
